system:index,plot_id,lng,lat,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,.geo
240,AVN13B,144.4579659,-38.07638203,4048.308875,1030.154657,3805.386643,3397.176626,3183.182337,2889.579525,3149.436951,3567.26406,4228.87522,4709.945079,3606.148286,5130.676186,2415.559315,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.677118,-38.202462107010724],[144.67707002201308,-38.202467479323936],[144.67702586305407,-38.2024831686297],[144.67698903816242,-38.202507926065394],[144.67696247859635,-38.20253978094715],[144.67694829850555,-38.20257619763383],[144.67694762664237,-38.20261427736173],[144.67696051650782,-38.20265098898473],[144.67698594208636,-38.202683410253464],[144.67702187951122,-38.20270896042769],[144.6770654681613,-38.20272560570547],[144.67711323836733,-38.202732021116276],[144.67716138760136,-38.202727695990724],[144.67720608316424,-38.20271297461065],[144.6772437672746,-38.20268902880369],[144.67727144027305,-38.20265776466401],[144.67728689939602,-38.20262167082478],[144.6772889141138,-38.20258362036049],[144.67727732407548,-38.202546642088784],[144.67725305186642,-38.202513679476304],[144.67721802956476,-38.20248735633997],[144.6771750449448,-38.20246976799332],[144.6771275195704,-38.202462314462075],[144.677118,-38.202462107010724]]]}"
241,AVN15A,144.4580763,-38.0762897,4083.837677,1030.242491,3659.916299,3279.625221,3145.527385,2847.103799,3030.539753,3413.315592,4049.681537,4518.394655,3552.848498,4936.339664,2440.723719,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6771656,-38.20248157701072],[144.67711762200025,-38.20248694932394],[144.67707346302942,-38.20250263862971],[144.67703663812793,-38.202527396065406],[144.67701007855476,-38.20255925094716],[144.67699589846015,-38.202595667633844],[144.6769952265968,-38.20263374736173],[144.6770081164657,-38.20267045898473],[144.67703354205102,-38.20270288025347],[144.67706947948548,-38.202728430427705],[144.67711306814724,-38.20274507570547],[144.67716083836604,-38.20275149111628],[144.67720898761294,-38.202747165990736],[144.67725368318776,-38.20273244461066],[144.67729136730824,-38.202708498803695],[144.67731904031407,-38.20267723466402],[144.67733449944117,-38.20264114082479],[144.6773365141595,-38.2026030903605],[144.6773249241181,-38.20256611208879],[144.67730065190253,-38.20253314947631],[144.6772656295915,-38.20250682633998],[144.67722264496004,-38.20248923799332],[144.67717511957292,-38.20248178446207],[144.6771656,-38.20248157701072]]]}"
242,AVN15AB,144.4580894,-38.07635341,3783.5,1029.5,3720.674715,3302.899912,3344.35338,2981.231563,3066.174934,3491.686128,4138.921861,4589.307946,3822.367428,4998.678885,2228,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6770664,-38.202293707010725],[144.67701842212406,-38.202299079323936],[144.6769742632672,-38.202314768629705],[144.67693743846073,-38.202339526065394],[144.67691087895605,-38.20237138094715],[144.67689669889805,-38.20240779763384],[144.67689602703643,-38.20244587736173],[144.6769089168721,-38.20248258898473],[144.6769343423918,-38.202515010253464],[144.67697027973352,-38.2025405604277],[144.6770138682828,-38.20255720570547],[144.67706163837832,-38.20256362111628],[144.67710978750097,-38.20255929599073],[144.67715448296047,-38.20254457461065],[144.6771921669837,-38.2025206288037],[144.6772198399181,-38.20248936466402],[144.6772352990053,-38.20245327082478],[144.67723731371845,-38.20241522036049],[144.67722572370695,-38.20237824208879],[144.67720145155403,-38.20234527947631],[144.67716642933337,-38.20231895633998],[144.67712344481285,-38.20230136799332],[144.67707591954837,-38.202293914462075],[144.6770664,-38.202293707010725]]]}"
243,AVN17A,144.4582739,-38.07623725,3801.675771,1029.544934,3710.559031,3307.619824,3314.641189,2963.505507,3058.964317,3476.988987,4127.995154,4587.664097,3781.907269,4999.412115,2240.873568,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6770999,-38.20231955701071],[144.677051922107,-38.20232492932393],[144.67700776323446,-38.2023406186297],[144.6769709384149,-38.20236537606538],[144.67694437890083,-38.20239723094714],[144.6769301988378,-38.20243364763383],[144.67692952697595,-38.202471727361726],[144.67694241681616,-38.20250843898472],[144.6769678423449,-38.202540860253464],[144.6770037796994,-38.20256641042769],[144.67704736826414,-38.20258305570546],[144.67709513837661,-38.202589471116276],[144.67714328751637,-38.20258514599072],[144.67718798299174,-38.20257042461064],[144.67722566702835,-38.20254647880368],[144.6772533399726,-38.20251521466402],[144.6772687990653,-38.202479120824776],[144.67727081377913,-38.202441070360486],[144.6772592237635,-38.20240409208878],[144.67723495160197,-38.2023711294763],[144.6771999293689,-38.20234480633997],[144.6771569448331,-38.20232721799331],[144.67710941955175,-38.20231976446207],[144.6770999,-38.20231955701071]]]}"
244,AVN17B,144.4582951,-38.07631206,3916.014771,1029.827601,3334.126323,2972.809524,3164.970679,2835.949295,2828.879409,3109.536596,3667.073854,4062.488536,3583.637125,4455.687169,2321.857804,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6772658,-38.20239251701072],[144.67721782205894,-38.20239788932393],[144.67717366314213,-38.20241357862971],[144.67713683828566,-38.2024383360654],[144.67711027874498,-38.20247019094715],[144.67709609866773,-38.20250660763384],[144.67709542680518,-38.20254468736173],[144.67710831665835,-38.20258139898473],[144.67713374221256,-38.20261382025347],[144.67716967960305,-38.2026393704277],[144.6772132682115,-38.20265601570547],[144.67726103837185,-38.20266243111627],[144.67730918755987,-38.202658105990736],[144.67735388308,-38.20264338461066],[144.6773915671544,-38.20261943880369],[144.67741924012637,-38.20258817466402],[144.67743469923457,-38.20255208082479],[144.6774367139504,-38.2025140303605],[144.67742512392317,-38.20247705208878],[144.6774008517373,-38.20244408947631],[144.67736582946912,-38.20241776633998],[144.67732284489023,-38.20240017799331],[144.6772753195613,-38.20239272446208],[144.6772658,-38.20239251701072]]]}"
245,AVN19A,144.458477,-38.07620943,3976.886454,1029.978088,3281.106463,2920.292829,3125.888668,2792.606463,2776.095396,3065.934927,3607.491368,3984.023683,3520.445772,4362.192784,2364.972112,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6772987,-38.20242462701073],[144.67725072203777,-38.20242999932394],[144.6772065631015,-38.20244568862971],[144.6771697382288,-38.2024704460654],[144.6771431786764,-38.20250230094715],[144.67712899859288,-38.20253871763384],[144.67712832673007,-38.202576797361736],[144.6771412165889,-38.20261350898474],[144.67716664215433,-38.202645930253475],[144.67720257956066,-38.2026714804277],[144.67724616818833,-38.20268812570548],[144.67729393836976,-38.20269454111629],[144.677342087579,-38.202690215990735],[144.67738678311883,-38.20267549461066],[144.67742446720987,-38.20265154880369],[144.67745214019402,-38.20262028466403],[144.67746759930907,-38.20258419082479],[144.6774696140258,-38.202546140360504],[144.67745802399344,-38.202509162088795],[144.67743375179688,-38.20247619947631],[144.67739872951324,-38.202449876339976],[144.67735574491542,-38.202432287993325],[144.6773082195655,-38.202424834462086],[144.6772987,-38.20242462701073]]]}"
246,AVN19B,144.4585116,-38.07628556,3783.5,1029.5,3379.425186,2933.642826,3321.107503,3009.82624,2977.401053,3208.036858,3744.935498,4086.667398,3825.435717,4434.870996,2228,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6772052,-38.20221612701072],[144.67715722217517,-38.20222149932394],[144.67711306336534,-38.20223718862971],[144.67707623859815,-38.2022619460654],[144.6770496791218,-38.20229380094716],[144.6770354990789,-38.20233021763384],[144.677034827218,-38.20236829736174],[144.67704771703987,-38.202405008984734],[144.67707314253252,-38.202437430253475],[144.67710907983596,-38.202462980427704],[144.67715266833878,-38.20247962570547],[144.67720043838338,-38.20248604111628],[144.67724858745473,-38.202481715990736],[144.6772932828666,-38.20246699461066],[144.67733096684967,-38.202443048803694],[144.6773586397546,-38.20241178466402],[144.67737409882534,-38.20237569082479],[144.67737611353633,-38.2023376403605],[144.67736452353716,-38.20230066208879],[144.6773402514101,-38.20226769947631],[144.67730522922676,-38.20224137633998],[144.67726224475203,-38.202223787993326],[144.67721471953823,-38.202216334462086],[144.6772052,-38.20221612701072]]]}"
247,AVN20A,144.4586606,-38.07645265,3783.5,1029.5,3322.430629,2879.602615,3275.333555,2966.427083,2935.929743,3154.922872,3678.701684,4007.1875,3764.236037,4349.694371,2228,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6772467,-38.20224377701072],[144.67719872215696,-38.202249149323926],[144.6771545633304,-38.2022648386297],[144.67711773854919,-38.20228959606539],[144.67709117906273,-38.202321450947146],[144.67707699901447,-38.202357867633836],[144.67707632715332,-38.20239594736173],[144.6770892169801,-38.202432658984726],[144.67711464248237,-38.20246508025347],[144.67715057979945,-38.2024906304277],[144.67719416831886,-38.20250727570547],[144.6772419383816,-38.20251369111628],[144.67729008747125,-38.20250936599073],[144.67733478290006,-38.202494644610645],[144.67737246689745,-38.20247069880369],[144.6774001398129,-38.20243943466402],[144.6774155988895,-38.20240334082479],[144.67741761360125,-38.20236529036049],[144.67740602359768,-38.20232831208878],[144.6773817514614,-38.20229534947631],[144.67734672926477,-38.20226902633997],[144.67730374477372,-38.20225143799331],[144.67725621954187,-38.20224398446207],[144.6772467,-38.20224377701072]]]}"
248,AVN20AB,144.4586933,-38.07649338,3745.546834,1028.99912,3110.483289,2627.155893,3193.491425,2819.212841,2760.460642,2983.234609,3424.443052,3663.777265,3610.9635,3956.970756,2187.299252,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6774463,-38.20230386701072],[144.67739832211737,-38.20230923932393],[144.6773541632543,-38.20232492862971],[144.67731733844272,-38.202349686065396],[144.67729077893435,-38.20238154094714],[144.67727659887439,-38.20241795763384],[144.67727592701266,-38.20245603736173],[144.6772888168501,-38.20249274898473],[144.67731424237337,-38.202525170253466],[144.67735017972012,-38.2025507204277],[144.67739376827546,-38.20256736570547],[144.67744153837768,-38.202573781116286],[144.67748968750706,-38.202569455990734],[144.67753438297277,-38.20255473461065],[144.67757206700125,-38.202530788803685],[144.67759973993955,-38.20249952466402],[144.6776151990289,-38.20246343082478],[144.6776172137423,-38.202425380360495],[144.6776056237292,-38.20238840208878],[144.67758135157288,-38.20235543947631],[144.67754632934734,-38.202329116339975],[144.67750334482082,-38.20231152799332],[144.6774558195497,-38.20230407446208],[144.6774463,-38.20230386701072]]]}"
249,AVN18A,144.4585172,-38.07650918,3746.884071,1028.815487,3076.353097,2607.512832,3196.41792,2803.956858,2725.684956,2946.466372,3381.658407,3622.879646,3589.944248,3908.980088,2181.129204,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6774748,-38.20233292701073],[144.6774268220982,-38.20233829932394],[144.67738266321754,-38.2023539886297],[144.67734583839126,-38.2023787460654],[144.6773192788723,-38.202410600947154],[144.67730509880664,-38.202447017633844],[144.67730442694466,-38.202485097361745],[144.67731731678725,-38.202521808984734],[144.67734274232066,-38.202554230253476],[144.67737867968177,-38.2025797804277],[144.6774222682545,-38.20259642570547],[144.67747003837576,-38.20260284111628],[144.67751818752436,-38.202598515990736],[144.6775628830079,-38.20258379461065],[144.67760056705146,-38.202559848803695],[144.6776282400008,-38.20252858466402],[144.67764369909634,-38.20249249082479],[144.67764571381053,-38.2024544403605],[144.67763412379279,-38.202417462088796],[144.67760985162676,-38.20238449947631],[144.67757482938728,-38.20235817633998],[144.67753184484354,-38.202340587993326],[144.6774843195535,-38.20233313446208],[144.6774748,-38.20233292701073]]]}"
250,AVN18B,144.4585524,-38.07655732,3783.5,1029.5,3268.804128,2694.624945,3316.896355,2973.352437,2977.471454,3163.958498,3646.885815,3873.753843,3799.083224,4117.506148,2228,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.67735060000004,-38.20213773701073],[144.67730262222685,-38.202143109323934],[144.67725846346457,-38.20215879862971],[144.67722163873702,-38.20218355606539],[144.67719507928928,-38.202215410947154],[144.67718089926163,-38.202251827633845],[144.67718022740146,-38.20228990736174],[144.67719311720947,-38.20232661898474],[144.67721854267475,-38.20235904025348],[144.67725447993948,-38.20238459042771],[144.67729806839537,-38.20240123570547],[144.67734583838853,-38.20240765111628],[144.67739398740804,-38.20240332599074],[144.6774386827718,-38.20238860461066],[144.6774763667143,-38.202364658803695],[144.67750403958942,-38.20233339466403],[144.6775194986435,-38.20229730082479],[144.6775215133523,-38.202259250360505],[144.67750992336565,-38.20222227208879],[144.6774856512647,-38.20218930947631],[144.67745062911908,-38.202162986339985],[144.67740764469065,-38.20214539799332],[144.677360119528,-38.20213794446209],[144.67735060000004,-38.20213773701073]]]}"
251,AVN16A,144.4583566,-38.07657299,3777.167399,1029.42355,3224.690685,2668.732206,3272.672232,2923.719684,2917.514719,3114.779438,3592.281634,3816.142355,3741.507909,4071.484622,2221.450791,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6773899,-38.202170447010715],[144.6773419222053,-38.202175819323934],[144.67729776342318,-38.2021915086297],[144.67726093867907,-38.2022162660654],[144.6772343792194,-38.20224812094715],[144.6772201991854,-38.20228453763384],[144.6772195273249,-38.20232261736173],[144.67723241713873,-38.202359328984734],[144.6772578426154,-38.20239175025347],[144.67729377989627,-38.2024173004277],[144.67733736837178,-38.20243394570547],[144.67738513838643,-38.20244036111628],[144.67743328742756,-38.20243603599073],[144.67747798281135,-38.202421314610646],[144.6775156667708,-38.20239736880369],[144.67754333965837,-38.20236610466402],[144.6775587987194,-38.20233001082478],[144.6775608134291,-38.20229196036049],[144.67754922343724,-38.20225498208878],[144.67752495132538,-38.20222201947631],[144.67748992916404,-38.20219569633997],[144.67744694471628,-38.20217810799332],[144.6773994195323,-38.20217065446208],[144.6773899,-38.202170447010715]]]}"
252,AVN16B,144.4583867,-38.07663253,3710.507535,1029.182181,3408.319814,2685.818262,3632.847074,3187.199468,3155.756871,3315.577349,3781.265957,3976.605275,4137.74734,4143.723626,2190.179521,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6773219,-38.201952797010726],[144.67727392234875,-38.201958169323945],[144.67722976369862,-38.20197385862971],[144.67719293906458,-38.2019986160654],[144.6771663796843,-38.20203047094715],[144.6771521996927,-38.20206688763383],[144.67715152783424,-38.20210496736174],[144.6771644176095,-38.20214167898473],[144.67718984301018,-38.202174100253465],[144.67722578018362,-38.202199650427694],[144.6772693685288,-38.20221629570547],[144.67731713840064,-38.20222271111628],[144.67736528729782,-38.20221838599073],[144.677409982548,-38.20220366461065],[144.6774476663948,-38.20217971880369],[144.67747533919965,-38.20214845466403],[144.67749079821445,-38.202112360824785],[144.67749281291813,-38.202074310360494],[144.6774812229609,-38.202037332088786],[144.67745695092165,-38.202004369476306],[144.677421928865,-38.201978046339974],[144.67737894454572,-38.20196045799332],[144.67733141950382,-38.20195300446208],[144.6773219,-38.201952797010726]]]}"
253,AVN14B,144.4582358,-38.07667936,3749.05,1029.35,3380.051322,2684.096256,3589.397577,3145.364978,3125.065639,3289.804405,3760.312775,3963.732599,4078.637004,4137.803965,2210.15,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6773499,-38.20198235701072],[144.67730192232924,-38.20198772932393],[144.67725776366117,-38.20200341862971],[144.67722093901222,-38.20202817606539],[144.67719437962114,-38.202060030947145],[144.67718019962376,-38.202096447633835],[144.67717952776505,-38.202134527361736],[144.67719241754557,-38.202171238984725],[144.67721784295654,-38.20220366025347],[144.67725378014458,-38.202229210427696],[144.67729736850745,-38.20224585570547],[144.67734513839866,-38.20225227111628],[144.67739328731543,-38.20224794599073],[144.67743798258377,-38.202233224610644],[144.67747566644584,-38.202209278803686],[144.6775033392619,-38.20217801466402],[144.67751879828302,-38.202141920824786],[144.67752081298752,-38.20210387036049],[144.6775092230256,-38.20206689208878],[144.67748495097646,-38.20203392947631],[144.6774499289056,-38.20200760633996],[144.67740694456887,-38.20199001799332],[144.67735941950767,-38.20198256446208],[144.6773499,-38.20198235701072]]]}"
254,AVN14BA,144.458196,-38.07662008,3608.343598,1028.252548,3581.560035,2761.735047,3791.464333,3440.264067,3363.72973,3502.209349,3935.552503,4104.197607,4417.10988,4251.459459,2104.332078,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6775068,-38.20184041701073],[144.67745882242278,-38.20184578932395],[144.67741466384084,-38.20186147862971],[144.67737783926364,-38.201886236065405],[144.67735127992435,-38.20191809094717],[144.67733709995466,-38.20195450763384],[144.6773364280972,-38.20199258736174],[144.6773493178526,-38.20202929898474],[144.67737474321402,-38.202061720253475],[144.677410680332,-38.20208727042771],[144.67745426860986,-38.20210391570548],[144.67750203840797,-38.20211033111629],[144.67755018723085,-38.202106005990736],[144.67759488241202,-38.20209128461066],[144.67763256620066,-38.2020673388037],[144.67766023896277,-38.202036074664036],[144.67767569795373,-38.201999980824795],[144.67767771265432,-38.201961930360504],[144.67766612271498,-38.201924952088795],[144.67764185071317,-38.201891989476316],[144.67760682871057,-38.20186566633999],[144.67756384445767,-38.20184807799332],[144.67751631948911,-38.201840624462086],[144.6775068,-38.20184041701073]]]}"
255,AVN12A,144.4580361,-38.07667957,3635.810519,1028.132042,3547.430898,2745.34441,3776.660431,3417.191901,3332.554137,3469.086928,3893.167254,4070.304357,4384.345951,4218.952465,2102.46963,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6775438,-38.201870157010724],[144.67749582240316,-38.20187552932395],[144.6774516638032,-38.20189121862971],[144.67741483921097,-38.20191597606541],[144.67738827986082,-38.20194783094716],[144.6773740998853,-38.201984247633845],[144.6773734280276,-38.20202232736173],[144.67738631778826,-38.20205903898475],[144.67741174316006,-38.20209146025348],[144.67744768029272,-38.202117010427706],[144.67749126858843,-38.202133655705474],[144.677539038406,-38.20214007111628],[144.67758718724855,-38.20213574599074],[144.67763188244803,-38.202121024610655],[144.67766956625204,-38.202097078803696],[144.67769723902546,-38.20206581466403],[144.67771269802273,-38.20202972082479],[144.67771471272414,-38.201991670360506],[144.67770312278006,-38.2019546920888],[144.67767885076833,-38.20192172947632],[144.67764382875143,-38.201895406339986],[144.67760084448096,-38.20187781799332],[144.677553319493,-38.20187036446208],[144.6775438,-38.201870157010724]]]}"
256,AVN12B,144.4580823,-38.07672187,3774.97891,1028.47188,3798.131151,2944.193322,3800.701011,3500.976714,3579.002856,3728.419156,4182.600176,4338.58304,4426.096221,4473.154657,2155.673111,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6776735,-38.20174430701073],[144.6776255224861,-38.20174967932393],[144.67758136396245,-38.20176536862971],[144.6775445394339,-38.201790126065404],[144.67751798012966,-38.20182198094716],[144.67750380017867,-38.20185839763384],[144.67750312832214,-38.201896477361736],[144.6775160180605,-38.20193318898473],[144.67754144338832,-38.201965610253474],[144.6775773804589,-38.20199116042771],[144.6776209686792,-38.20200780570547],[144.67766873841427,-38.202014221116286],[144.67771688717357,-38.202009895990734],[144.67776158229577,-38.20199517461066],[144.67779926603464,-38.20197122880369],[144.6778269387602,-38.20193996466403],[144.67784239773079,-38.2019038708248],[144.67784441242873,-38.201865820360496],[144.67783282250466,-38.20182884208879],[144.6778085505349,-38.201795879476315],[144.6777735285785,-38.201769556339976],[144.67773054438234,-38.201751967993324],[144.67768301947655,-38.201744514462085],[144.6776735,-38.20174430701073]]]}"
257,AVN10A,144.4578794,-38.07672686,3788.869739,1028.458795,3773.503323,2920.415817,3802.423793,3499.6214,3565.257643,3715.489145,4164.000665,4304.147319,4421.860877,4433.89012,2157.892778,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6777052,-38.201771927010725],[144.6776572224679,-38.20177729932393],[144.6776130639275,-38.2017929886297],[144.67757623938493,-38.20181774606539],[144.67754968007063,-38.20184960094714],[144.67753550011426,-38.201886017633825],[144.67753482825745,-38.20192409736173],[144.67754771800074,-38.20196080898473],[144.6775731433382,-38.201993230253464],[144.6776090804224,-38.20201878042769],[144.6776526686593,-38.20203542570547],[144.67770043841244,-38.20204184111628],[144.67774858719002,-38.20203751599073],[144.67779328232916,-38.20202279461065],[144.67783096608235,-38.20199884880369],[144.6778586388184,-38.20196758466402],[144.67787409779484,-38.201931490824784],[144.67787611249352,-38.2018934403605],[144.67786452256507,-38.201856462088784],[144.67784025058612,-38.201823499476305],[144.67780522861648,-38.20179717633997],[144.677762244404,-38.201779587993315],[144.67771471948012,-38.20177213446207],[144.6777052,-38.201771927010725]]]}"
258,AVN10B,144.4579027,-38.07679132,3795,1028.5,3925.934648,3110.299956,3900.153522,3549.831413,3586.548959,3804.394993,4300.632477,4529.906292,4511.614089,4704.583739,2162,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.677833,-38.201627047010724],[144.67778502256337,-38.20163241932394],[144.67774086411083,-38.201648108629705],[144.67770403964158,-38.2016728660654],[144.67767748038014,-38.201704720947156],[144.67766330045197,-38.20174113763384],[144.6776626285965,-38.20177921736173],[144.67767551831415,-38.201815928984736],[144.67770094360102,-38.20184835025347],[144.67773688061368,-38.20187390042771],[144.6777804687638,-38.201890545705474],[144.67782823842194,-38.20189696111628],[144.67787638710365,-38.20189263599074],[144.6779210821539,-38.201877914610655],[144.67795876583207,-38.20185396880369],[144.67798643851307,-38.201822704664025],[144.67800189745873,-38.20178661082478],[144.6780039121534,-38.2017485603605],[144.67799232224803,-38.20171158208879],[144.6779680503174,-38.20167861947631],[144.6779330284174,-38.20165229633997],[144.67789004429048,-38.20163470799332],[144.6778425194612,-38.20162725446208],[144.677833,-38.201627047010724]]]}"
259,AVN08A,144.4577292,-38.07679517,3795,1028.5,3906.943192,3087.775641,3893.862511,3554.458444,3593.165561,3796.784041,4290.086649,4506.01481,4509.543324,4673.621795,2162,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6778621,-38.20165052701073],[144.67781412254791,-38.20165589932394],[144.67776996408116,-38.20167158862971],[144.6777331396,-38.2016963460654],[144.67770658032998,-38.20172820094716],[144.67769240039723,-38.20176461763384],[144.6776917285416,-38.201802697361735],[144.67770461826333,-38.20183940898474],[144.67773004355843,-38.20187183025348],[144.6777659805827,-38.20189738042771],[144.67780956874688,-38.20191402570547],[144.67785733842038,-38.201920441116286],[144.67790548711767,-38.201916115990734],[144.67795018218231,-38.20190139461066],[144.67798786587264,-38.20187744880369],[144.6780155385626,-38.20184618466403],[144.67803099751322,-38.201810090824786],[144.67803301220854,-38.2017720403605],[144.67802142229945,-38.201735062088794],[144.67799715036094,-38.201702099476314],[144.67796212844968,-38.201675776339975],[144.6779191443089,-38.20165818799332],[144.67787161946427,-38.20165073446208],[144.6778621,-38.20165052701073]]]}"
260,AVN08B,144.457747,-38.07684785,5049.322183,1027.562793,6247.493545,5278.268779,5343.004988,5276.893926,5789.382189,5786.629842,6057.257482,6527.700264,6534.352259,6630.295188,2774.491637,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.458196,-38.07648509701072],[144.4581481047737,-38.076490469323986],[144.4581040219877,-38.07650615862987],[144.45806726061818,-38.076530916065714],[144.45804074686694,-38.07656277094762],[144.45802659123683,-38.076599187634386],[144.458025920533,-38.07663726736229],[144.45803878816403,-38.076673978985205],[144.45806416988415,-38.0767064002538],[144.45810004531768,-38.07673195042788],[144.45814355877803,-38.076748595705524],[144.45819124658104,-38.07675501111628],[144.45823931275828,-38.07675068599077],[144.45828393122196,-38.0767359646108],[144.45832155032795,-38.07671201880399],[144.45834917559117,-38.07668075466447],[144.4583646080478,-38.07664466082533],[144.45836661929064,-38.076606610361054],[144.45835504924526,-38.076569632089274],[144.45833081890544,-38.07653666947666],[144.4582958570165,-38.07651034634017],[144.45825294654387,-38.07649275799338],[144.4582055031494,-38.07648530446208],[144.458196,-38.07648509701072]]]}"
261,AVN06A,144.4575703,-38.07683915,4521.803532,1026.05872,4002.047682,3072.650625,3819.566593,3512.588521,3483.951288,3675.462546,3883.110964,4098.852097,4371.945548,4065.022222,2490.509934,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4580894,-38.07621842701072],[144.45804150494837,-38.076223799323984],[144.45799742232313,-38.076239488629874],[144.4579606610876,-38.07626424606571],[144.4579341474331,-38.076296100947616],[144.45791999185457,-38.07633251763439],[144.45791932115318,-38.0763705973623],[144.45793218873735,-38.07640730898521],[144.4579575703649,-38.0764397302538],[144.4579934456676,-38.07646528042788],[144.45803695896927,-38.07648192570552],[144.4580846465984,-38.07648834111629],[144.45813271260036,-38.076484015990765],[144.45817733090135,-38.0764692946108],[144.45821494987018,-38.07644534880399],[144.45824257503267,-38.07641408466447],[144.45825800743305,-38.076377990825335],[144.45826001866854,-38.07633994036106],[144.45824844866533,-38.07630296208927],[144.45822421841387,-38.07626999947666],[144.4581892566524,-38.07624367634017],[144.45814634633626,-38.07622608799338],[144.45809890311477,-38.07621863446209],[144.4580894,-38.07621842701072]]]}"
262,AVN06B,144.4576067,-38.07691138,5252.466549,1027.797082,6598.447834,5531.968612,5342.720159,5113.57265,5696.527409,5857.661214,6577.394636,6541.871795,6417.183613,6770.696286,2867.315945,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4586933,-38.07635839701073],[144.45864540485667,-38.07636376932398],[144.45860132214705,-38.07637945862988],[144.45856456084118,-38.07640421606572],[144.4585380471359,-38.076436070947615],[144.45852389153032,-38.07647248763438],[144.4585232208277,-38.07651056736229],[144.45853608843643,-38.07654727898521],[144.45856147011256,-38.07657970025381],[144.4585973454839,-38.076605250427875],[144.45864085886888,-38.07662189570553],[144.4586885465893,-38.07662831111629],[144.45873661268323,-38.07662398599077],[144.4587812310696,-38.07660926461081],[144.45881885011048,-38.076585318804],[144.45884647532583,-38.07655405466448],[144.4588619077557,-38.076517960825335],[144.45886391899504,-38.07647991036106],[144.4588523489697,-38.07644293208927],[144.45882811867187,-38.076409969476664],[144.4587931568435,-38.07638364634017],[144.45875024644522,-38.07636605799339],[144.45870280313292,-38.07635860446208],[144.4586933,-38.07635839701073]]]}"
263,AVN04A,144.4574027,-38.07694848,6242.359853,1027.302857,6784.337436,6255.671209,5995.034432,5976.936996,6848.998388,7200.45641,7667.739048,8019.36044,6546.925128,8352.957802,3120.623736,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.4563715,-38.078327577010725],[144.456323603567,-38.078332949323986],[144.45627951967037,-38.07834863862987],[144.45624275737464,-38.07837339606571],[144.4562162429554,-38.07840525094762],[144.45620208696866,-38.07844166763438],[144.45620141624792,-38.07847974736228],[144.45621428420316,-38.0785164589852],[144.45623966656277,-38.0785488802538],[144.45627554290013,-38.07857443042788],[144.4563190574568,-38.07859107570552],[144.4563667464613,-38.078597491116284],[144.45641481384953,-38.07859316599077],[144.45645943343732,-38.0785784446108],[144.45649705349118,-38.07855449880399],[144.45652467945038,-38.078523234664466],[144.45654011229578,-38.078487140825324],[144.45654212358932,-38.07844909036105],[144.4565305532524,-38.07841211208927],[144.45650632230215,-38.07837914947665],[144.45647135953234,-38.078352826340165],[144.4564284479786,-38.078335237993386],[144.45638100338883,-38.07832778446208],[144.4563715,-38.078327577010725]]]}"
